date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:46:37	16705/16705	---MC-	200	added ('OK')	text/html	date:Sat,%2024%20Jan%202026%2015:16:50%20GMT	https://wiki.appstudio.dev/Code_Modules	./docs/wiki/Code_Modules.html	(from https://wiki.appstudio.dev/The_Elements_of_an_NSB/App_Studio_Program)
15:46:43	22483/22483	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2005:12:29%20GMT	https://wiki.appstudio.dev/CheckBox	./docs/wiki/CheckBox.html	(from https://wiki.appstudio.dev/Projects,_Forms,_and_Controls)
15:46:44	23989/23989	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2003:00:44%20GMT	https://wiki.appstudio.dev/Button	./docs/wiki/Button.html	(from https://wiki.appstudio.dev/Projects,_Forms,_and_Controls)
15:46:49	34943/34943	---MC-	200	added ('OK')	text/html	date:Sat,%2024%20Jan%202026%2019:42:24%20GMT	https://wiki.appstudio.dev/List	./docs/wiki/List.html	(from https://wiki.appstudio.dev/Projects,_Forms,_and_Controls)
15:46:53	36256/36256	---MC-	200	added ('OK')	text/html	date:Sat,%2024%20Jan%202026%2020:52:12%20GMT	https://wiki.appstudio.dev/Grid	./docs/wiki/Grid.html	(from https://wiki.appstudio.dev/Projects,_Forms,_and_Controls)
15:46:56	22010/22010	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2006:20:39%20GMT	https://wiki.appstudio.dev/TextBox	./docs/wiki/TextBox.html	(from https://wiki.appstudio.dev/Projects,_Forms,_and_Controls)
15:46:59	27714/27714	---MC-	200	added ('OK')	text/html	date:Sat,%2024%20Jan%202026%2020:40:09%20GMT	https://wiki.appstudio.dev/Form	./docs/wiki/Form.html	(from https://wiki.appstudio.dev/Projects,_Forms,_and_Controls)
15:47:02	22173/22173	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2003:43:06%20GMT	https://wiki.appstudio.dev/ChangeForm	./docs/wiki/ChangeForm.html	(from https://wiki.appstudio.dev/Projects,_Forms,_and_Controls)
15:47:05	17739/17739	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Sep%202025%2014:13:51%20GMT	https://wiki.appstudio.dev/Build_Native_App	./docs/wiki/Build_Native_App.html	(from https://wiki.appstudio.dev/Menu_Options)
15:47:06	29292/29292	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2010:26:59%20GMT	https://wiki.appstudio.dev/Distributing_your_App	./docs/wiki/Distributing_your_App.html	(from https://wiki.appstudio.dev/Menu_Options)
15:47:12	21369/21369	---MC-	200	added ('OK')	text/html	date:Mon,%2026%20Jan%202026%2022:24:37%20GMT	https://wiki.appstudio.dev/Using_SQLite_with_Chrome_119	./docs/wiki/Using_SQLite_with_Chrome_119.html	(from https://wiki.appstudio.dev/Menu_Options)
15:47:14	28274/28274	---MC-	200	added ('OK')	text/html	date:Sat,%2024%20Jan%202026%2019:01:38%20GMT	https://wiki.appstudio.dev/Cordova	./docs/wiki/Cordova.html	(from https://wiki.appstudio.dev/Menu_Options)
15:47:19	339/339	---M--	503	error ('Service%20Unavailable')	text/html	date:Tue,%2010%20Mar%202026%2019:47:19%20GMT	https://wiki.appstudio.dev/images/a/aa/3.2.png	./docs/wiki/images/a/aa/3.2.30.delayed	(from https://wiki.appstudio.dev/Deploy_Bar)
15:47:20	37681/37681	---MC-	200	added ('OK')	text/html	date:Sat,%2024%20Jan%202026%2013:45:19%20GMT	https://wiki.appstudio.dev/Using_Node_and_Electron_to_build_Desktop_Apps	./docs/wiki/Using_Node_and_Electron_to_build_Desktop_Apps.html	(from https://wiki.appstudio.dev/Menu_Options)
15:47:21	27910/27910	---MC-	200	added ('OK')	text/html	date:Sat,%2024%20Jan%202026%2017:28:11%20GMT	https://wiki.appstudio.dev/Using_the_Chrome_Debugger	./docs/wiki/Using_the_Chrome_Debugger.html	(from https://wiki.appstudio.dev/Menu_Options)
15:47:25	22737/22737	---M--	200	added ('OK')	image/png	etag:%2258d1-508ad0235d4c0%22	https://wiki.appstudio.dev/images/5/5a/Deploynsbapp.png	./docs/wiki/images/5/5a/Deploynsbapp.png	(from https://wiki.appstudio.dev/Deploy_Bar)
15:47:25	10749/10749	---M--	200	added ('OK')	image/png	etag:%2229fd-513744e849880%22	https://wiki.appstudio.dev/images/f/f2/Toolbox1.png	./docs/wiki/images/f/f2/Toolbox1.png	(from https://wiki.appstudio.dev/Toolbox)
15:47:28	18461/18461	---M--	200	added ('OK')	image/png	etag:%22481d-60f37bc5cc273%22	https://wiki.appstudio.dev/images/c/c6/Toolbox2.png	./docs/wiki/images/c/c6/Toolbox2.png	(from https://wiki.appstudio.dev/Toolbox)
15:47:28	34019/34019	---MC-	200	added ('OK')	text/html	date:Sat,%2024%20Jan%202026%2023:20:27%20GMT	https://wiki.appstudio.dev/ToolBox_Files	./docs/wiki/ToolBox_Files.html	(from https://wiki.appstudio.dev/Toolbox)
15:47:29	23456/23456	---MC-	200	added ('OK')	text/html	date:Sat,%2024%20Jan%202026%2015:24:31%20GMT	https://wiki.appstudio.dev/Libraries	./docs/wiki/Libraries.html	(from https://wiki.appstudio.dev/Toolbox)
15:47:32	8763/8763	---M--	200	added ('OK')	image/png	etag:%22223b-513744ad28d00%22	https://wiki.appstudio.dev/images/8/8c/Toolbox3.png	./docs/wiki/images/8/8c/Toolbox3.png	(from https://wiki.appstudio.dev/Toolbox)
15:47:32	25097/25097	---M--	200	added ('OK')	image/png	etag:%226209-51398dc727a80%22	https://wiki.appstudio.dev/images/3/3b/Designscreen.png	./docs/wiki/images/3/3b/Designscreen.png	(from https://wiki.appstudio.dev/Design_Screen)
15:47:35	36151/36151	---M--	200	added ('OK')	image/png	etag:%228d37-5130e50c34e40%22	https://wiki.appstudio.dev/images/e/e2/Designscreen1.png	./docs/wiki/images/e/e2/Designscreen1.png	(from https://wiki.appstudio.dev/Design_Screen)
15:47:35	12463/12463	---M--	200	added ('OK')	image/png	etag:%2230af-515588843bfc0%22	https://wiki.appstudio.dev/images/b/bc/Projectexplorer.png	./docs/wiki/images/b/bc/Projectexplorer.png	(from https://wiki.appstudio.dev/Project_Explorer)
15:47:36	20915/20915	---MC-	200	added ('OK')	text/html	date:Mon,%2026%20Jan%202026%2001:35:18%20GMT	https://wiki.appstudio.dev/Container	./docs/wiki/Container.html	(from https://wiki.appstudio.dev/Design_Screen)
15:47:36	8404/8404	---M--	200	added ('OK')	image/png	etag:%2220d4-4f5968af42c00%22	https://wiki.appstudio.dev/images/8/82/3.6.png	./docs/wiki/images/8/82/3.6.png	(from https://wiki.appstudio.dev/Properties_Window)
15:47:38	19831/19831	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2003:01:54%20GMT	https://wiki.appstudio.dev/Manage_apps	./docs/wiki/Manage_apps.html	(from https://wiki.appstudio.dev/Properties_Window)
15:47:40	15445/15445	---MC-	200	added ('OK')	text/html	date:Sat,%2024%20Jan%202026%2023:22:31%20GMT	https://wiki.appstudio.dev/Obfuscation	./docs/wiki/Obfuscation.html	(from https://wiki.appstudio.dev/Properties_Window)
15:47:43	28693/28693	---MC-	200	added ('OK')	text/html	date:Sat,%2024%20Jan%202026%2018:03:32%20GMT	https://wiki.appstudio.dev/Responsive_Design_Made_Simple	./docs/wiki/Responsive_Design_Made_Simple.html	(from https://wiki.appstudio.dev/Properties_Window)
15:47:44	26156/26156	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2003:01:33%20GMT	https://wiki.appstudio.dev/Style	./docs/wiki/Style.html	(from https://wiki.appstudio.dev/Properties_Window)
15:47:50	339/339	---M--	503	error ('Service%20Unavailable')	text/html	date:Tue,%2010%20Mar%202026%2019:47:50%20GMT	https://wiki.appstudio.dev/VoltBuilder	./docs/wiki/VoltBuilder.42.delayed	(from https://wiki.appstudio.dev/Properties_Window)
15:47:51	27943/27943	---MC-	200	added ('OK')	text/html	date:Sat,%2024%20Jan%202026%2017:10:17%20GMT	https://wiki.appstudio.dev/Introduction_to_Bootstrap	./docs/wiki/Introduction_to_Bootstrap.html	(from https://wiki.appstudio.dev/Properties_Window)
15:47:51	22868/22868	---MC-	200	added ('OK')	text/html	date:Sat,%2024%20Jan%202026%2021:07:53%20GMT	https://wiki.appstudio.dev/Progressive_Web_Apps	./docs/wiki/Progressive_Web_Apps.html	(from https://wiki.appstudio.dev/Properties_Window)
15:47:56	25934/25934	---M--	200	added ('OK')	image/png	etag:%22654e-60c917689abb8%22	https://wiki.appstudio.dev/images/3/3b/Codewindow.png	./docs/wiki/images/3/3b/Codewindow.png	(from https://wiki.appstudio.dev/Code_Window)
15:47:57	21561/21561	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2003:01:25%20GMT	https://wiki.appstudio.dev/Properties_and_Methods	./docs/wiki/Properties_and_Methods.html	(from https://wiki.appstudio.dev/Properties_Window)
15:47:58	31981/31981	---M--	200	added ('OK')	image/png	etag:%227ced-5142c50119780%22	https://wiki.appstudio.dev/images/d/d8/Codewindow2.png	./docs/wiki/images/d/d8/Codewindow2.png	(from https://wiki.appstudio.dev/Code_Window)
15:47:58	223044/223044	---M--	200	added ('OK')	image/png	etag:%2236744-57abd15297780%22	https://wiki.appstudio.dev/images/2/2a/Codewindow1.png	./docs/wiki/images/2/2a/Codewindow1.png	(from https://wiki.appstudio.dev/Code_Window)
15:47:58	1883/1883	---M--	200	added ('OK')	image/png	etag:%2275b-60c91a3ac216b%22	https://wiki.appstudio.dev/images/a/a5/Chatgpt.png	./docs/wiki/images/a/a5/Chatgpt.png	(from https://wiki.appstudio.dev/Code_Window)
15:48:00	1577/1577	---M--	200	added ('OK')	image/png	etag:%22629-60c91a5716d64%22	https://wiki.appstudio.dev/images/e/ea/Eslint.png	./docs/wiki/images/e/ea/Eslint.png	(from https://wiki.appstudio.dev/Code_Window)
15:48:00	19988/19988	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2010:55:59%20GMT	https://wiki.appstudio.dev/AI_Coding_Assistant	./docs/wiki/AI_Coding_Assistant.html	(from https://wiki.appstudio.dev/Code_Window)
15:48:05	24669/24669	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2022:36:00%20GMT	https://wiki.appstudio.dev/Deploy_Options	./docs/wiki/Deploy_Options.html	(from https://wiki.appstudio.dev/Code_Window)
15:48:05	70271/70271	---M--	200	added ('OK')	image/png	etag:%221127f-5999df662dd6e%22	https://wiki.appstudio.dev/images/thumb/c/c1/Preferences.png/500px-Preferences.png	./docs/wiki/images/thumb/c/c1/Preferences.png/500px-Preferences.png	(from https://wiki.appstudio.dev/Preferences)
15:48:05	50067/50067	---M--	200	added ('OK')	image/png	etag:%22c393-4d6904def3680%22	https://wiki.appstudio.dev/images/thumb/b/b5/Languages.png/400px-Languages.png	./docs/wiki/images/thumb/b/b5/Languages.png/400px-Languages.png	(from https://wiki.appstudio.dev/Preferences)
15:48:06	19970/19970	---M--	200	added ('OK')	image/png	etag:%224e02-4f5fee3baa180%22	https://wiki.appstudio.dev/images/thumb/5/56/Codepreferences.png/400px-Codepreferences.png	./docs/wiki/images/thumb/5/56/Codepreferences.png/400px-Codepreferences.png	(from https://wiki.appstudio.dev/Preferences)
15:48:06	89798/89798	---M--	200	added ('OK')	image/png	etag:%2215ec6-53c79643d4680%22	https://wiki.appstudio.dev/images/thumb/e/ea/Voltpreferences.png/400px-Voltpreferences.png	./docs/wiki/images/thumb/e/ea/Voltpreferences.png/400px-Voltpreferences.png	(from https://wiki.appstudio.dev/Preferences)
15:48:07	87548/87548	---M--	200	added ('OK')	image/png	etag:%22155fc-5b1d017a11bdf%22	https://wiki.appstudio.dev/images/thumb/6/66/Voltbuilderpreferences.png/400px-Voltbuilderpreferences.png	./docs/wiki/images/thumb/6/66/Voltbuilderpreferences.png/400px-Voltbuilderpreferences.png	(from https://wiki.appstudio.dev/Preferences)
15:48:08	50174/50174	---M--	200	added ('OK')	image/png	etag:%22c3fe-5b1d023914247%22	https://wiki.appstudio.dev/images/2/25/Auth0signup.png	./docs/wiki/images/2/25/Auth0signup.png	(from https://wiki.appstudio.dev/Preferences)
15:48:09	41694/41694	---M--	200	added ('OK')	image/png	etag:%22a2de-5b22f0b52ef49%22	https://wiki.appstudio.dev/images/3/30/VoltbuilderPlan.png	./docs/wiki/images/3/30/VoltbuilderPlan.png	(from https://wiki.appstudio.dev/Preferences)
15:48:10	32026/32026	---M--	200	added ('OK')	image/png	etag:%227d1a-5999e1ac87ebf%22	https://wiki.appstudio.dev/images/thumb/c/cd/Advancedpreferences.png/400px-Advancedpreferences.png	./docs/wiki/images/thumb/c/cd/Advancedpreferences.png/400px-Advancedpreferences.png	(from https://wiki.appstudio.dev/Preferences)
15:48:11	67617/67617	---M--	200	added ('OK')	image/png	etag:%2210821-5b3f04f21da5f%22	https://wiki.appstudio.dev/images/a/a0/Nativebuildstatus.png	./docs/wiki/images/a/a0/Nativebuildstatus.png	(from https://wiki.appstudio.dev/Make_Native_App_with_VoltBuilder)
15:48:12	36959/36959	---M--	200	added ('OK')	image/png	etag:%22905f-512ae430ba780%22	https://wiki.appstudio.dev/images/7/7c/About.png	./docs/wiki/images/7/7c/About.png	(from https://wiki.appstudio.dev/About_Screen)
15:48:13	8067/8067	---M--	200	added ('OK')	image/png	etag:%221f83-4f5ff15ea8800%22	https://wiki.appstudio.dev/images/1/1a/Findreplace.png	./docs/wiki/images/1/1a/Findreplace.png	(from https://wiki.appstudio.dev/Find/Replace)
15:48:14	14906/14906	---M--	200	added ('OK')	image/png	etag:%223a3a-4f5ff1be06900%22	https://wiki.appstudio.dev/images/e/e4/NewProjectDialog.png	./docs/wiki/images/e/e4/NewProjectDialog.png	(from https://wiki.appstudio.dev/New_Project_Dialog)
15:48:15	25390/25390	---M--	200	added ('OK')	image/png	etag:%22632e-512b0700d09c0%22	https://wiki.appstudio.dev/images/6/64/OpenSampleDialog.png	./docs/wiki/images/6/64/OpenSampleDialog.png	(from https://wiki.appstudio.dev/Open_Sample_Dialog)
15:48:18	16439/16439	---MC-	200	added ('OK')	text/html	date:Sat,%2024%20Jan%202026%2014:03:49%20GMT	https://wiki.appstudio.dev/Abs	./docs/wiki/Abs.html	(from https://wiki.appstudio.dev/Language_reference)
15:48:20	339/339	---M--	503	error ('Service%20Unavailable')	text/html	date:Tue,%2010%20Mar%202026%2019:48:20%20GMT	https://wiki.appstudio.dev/Array	./docs/wiki/Array.5b.delayed	(from https://wiki.appstudio.dev/Language_reference)
15:48:21	29333/29333	---MC-	200	added ('OK')	text/html	date:Sat,%2024%20Jan%202026%2022:43:22%20GMT	https://wiki.appstudio.dev/Ajax	./docs/wiki/Ajax.html	(from https://wiki.appstudio.dev/Language_reference)
15:48:21	23505/23505	---MC-	200	added ('OK')	text/html	date:Mon,%2026%20Jan%202026%2019:56:59%20GMT	https://wiki.appstudio.dev/And	./docs/wiki/And.html	(from https://wiki.appstudio.dev/Language_reference)
15:48:23	16695/16695	---MC-	200	added ('OK')	text/html	date:Tue,%2027%20Jan%202026%2007:24:36%20GMT	https://wiki.appstudio.dev/Asc	./docs/wiki/Asc.html	(from https://wiki.appstudio.dev/Language_reference)
15:48:24	16684/16684	---MC-	200	added ('OK')	text/html	date:Sat,%2024%20Jan%202026%2021:33:35%20GMT	https://wiki.appstudio.dev/Atn	./docs/wiki/Atn.html	(from https://wiki.appstudio.dev/Language_reference)
15:48:26	21334/21334	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2007:34:29%20GMT	https://wiki.appstudio.dev/Call	./docs/wiki/Call.html	(from https://wiki.appstudio.dev/Language_reference)
15:48:28	22484/22484	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2022:36:00%20GMT	https://wiki.appstudio.dev/Changeform	./docs/wiki/Changeform-2.html	(from https://wiki.appstudio.dev/Language_reference)
15:48:29	16582/16582	---MC-	200	added ('OK')	text/html	date:Mon,%2026%20Jan%202026%2017:41:00%20GMT	https://wiki.appstudio.dev/Chr	./docs/wiki/Chr.html	(from https://wiki.appstudio.dev/Language_reference)
15:48:34	23308/23308	---MC-	200	added ('OK')	text/html	date:Tue,%2027%20Jan%202026%2007:05:27%20GMT	https://wiki.appstudio.dev/Const	./docs/wiki/Const.html	(from https://wiki.appstudio.dev/Language_reference)
15:48:35	19564/19564	---MC-	200	added ('OK')	text/html	date:Sat,%2024%20Jan%202026%2021:10:31%20GMT	https://wiki.appstudio.dev/Conversions	./docs/wiki/Conversions.html	(from https://wiki.appstudio.dev/Language_reference)
15:48:40	16720/16720	---MC-	200	added ('OK')	text/html	date:Sat,%2024%20Jan%202026%2020:07:45%20GMT	https://wiki.appstudio.dev/Cos	./docs/wiki/Cos.html	(from https://wiki.appstudio.dev/Language_reference)
15:48:41	20244/20244	---MC-	200	added ('OK')	text/html	date:Sat,%2024%20Jan%202026%2021:45:06%20GMT	https://wiki.appstudio.dev/Date	./docs/wiki/Date.html	(from https://wiki.appstudio.dev/Language_reference)
15:48:45	17915/17915	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2022:36:00%20GMT	https://wiki.appstudio.dev/Dateadd	./docs/wiki/Dateadd.html	(from https://wiki.appstudio.dev/Language_reference)
15:48:46	19256/19256	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2022:36:00%20GMT	https://wiki.appstudio.dev/Datediff	./docs/wiki/Datediff.html	(from https://wiki.appstudio.dev/Language_reference)
15:48:50	18050/18050	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2022:36:00%20GMT	https://wiki.appstudio.dev/Datepart	./docs/wiki/Datepart.html	(from https://wiki.appstudio.dev/Language_reference)
15:48:51	17343/17343	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2022:36:00%20GMT	https://wiki.appstudio.dev/Dateserial	./docs/wiki/Dateserial.html	(from https://wiki.appstudio.dev/Language_reference)
15:48:57	17821/17821	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2022:36:00%20GMT	https://wiki.appstudio.dev/Datevalue	./docs/wiki/Datevalue.html	(from https://wiki.appstudio.dev/Language_reference)
15:48:58	16967/16967	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2009:32:16%20GMT	https://wiki.appstudio.dev/Day	./docs/wiki/Day.html	(from https://wiki.appstudio.dev/Language_reference)
15:49:03	15503/15503	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2008:35:28%20GMT	https://wiki.appstudio.dev/Debugger	./docs/wiki/Debugger.html	(from https://wiki.appstudio.dev/Language_reference)
15:49:05	24971/24971	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2022:36:00%20GMT	https://wiki.appstudio.dev/Do...loop	./docs/wiki/Do...html	(from https://wiki.appstudio.dev/Language_reference)
